0,0.3882747
45.234833659491194,0
90.46966731898239,0
135.7045009784736,0
180.93933463796478,0
226.17416829745596,-0.185389
271.4090019569472,-0.8131621
316.64383561643837,-1
361.87866927592955,-1.1989111
407.11350293542074,-2
452.3483365949119,-2
497.5831702544031,-2
542.8180039138944,-2
588.0528375733855,-2
633.2876712328767,-2
678.5225048923679,-2
723.7573385518591,-1.7505118
768.9921722113503,-1
814.2270058708415,-1
859.4618395303327,-1
904.6966731898239,-0.718636
949.931506849315,-0.2444831
995.1663405088062,-1.3706404
1040.4011741682975,-2.5252657
1085.6360078277887,-2.8779006
1130.87084148728,-2.5103881
1176.105675146771,-2.2391737
1221.3405088062623,-2.1127276
1266.5753424657535,-1.3485274
1311.8101761252447,-0.4844584
1357.0450097847358,0.4412122
1402.279843444227,0.6872463
1447.5146771037182,0.2095267
1492.7495107632094,-0.3035058
1537.9843444227006,-0.4999157
1583.2191780821918,0.1736445
1628.454011741683,-0.7830407
1673.6888454011741,-1.7935454
1718.9236790606653,-2.0717533
1764.1585127201565,-3.1169381
1809.3933463796477,-3.9746866
1854.628180039139,-3.1209395
1899.86301369863,-2.7395542
1945.0978473581213,-2.9989433
1990.3326810176125,-3.2335851
2035.5675146771036,-3
2080.802348336595,-3
2126.037181996086,-3
2171.2720156555774,-3
2216.5068493150684,-2.9927664
2261.74168297456,-3
2306.9765166340508,-3
2352.211350293542,-2.90378
2397.446183953033,-2.3887525
2442.6810176125246,-3
2487.9158512720155,-3
2533.150684931507,-3
2578.385518590998,-3
2623.6203522504893,-3
2668.8551859099803,-2.8062222
2714.0900195694717,-2.2037306
2759.3248532289626,-2.2190392
2804.559686888454,-2.2329462
2849.794520547945,-2.237648
2895.0293542074364,-2.29144
2940.264187866928,-2.4775064
2985.499021526419,-2.9700789
3030.73385518591,-3
3075.968688845401,-3
3121.2035225048926,-2.7196734
3166.4383561643835,-2.3460925
3211.673189823875,-2.8742342
3256.908023483366,-3
3302.1428571428573,-3.3642852
3347.3776908023483,-3.9494715
3392.6125244618397,-3.5695238
3437.8473581213307,-2.965646
3483.082191780822,-2.1015348
3528.317025440313,-2
3573.5518590998045,-2.3354058
3618.7866927592954,-2.6940293
3664.021526418787,-2.9569571
3709.256360078278,-3
3754.491193737769,-3
3799.72602739726,-3.2160888
3844.9608610567516,-3.9570179
3890.1956947162425,-3.6536431
3935.430528375734,-3.8860586
3980.665362035225,-4
4025.9001956947163,-3.7981503
4071.1350293542073,-3.7448297
4116.369863013699,-4
